Store_new,Order_ID,Order_Amt,items_ordered,Date_Ordered
Store7,3330122055,35,1,6/10/2016
Store5,3324877958,90,1,6/10/2016
Store7,5293709831,36,1,2/21/2017
Store7,5293280327,243,1,2/21/2017
Store7,5292867783,243,1,2/21/2017
Store7,5294170183,243,1,2/21/2017
Store7,5293324295,243,1,2/21/2017
Store7,5294267655,43,1,2/21/2017
Store5,5253835340,94,1,2/21/2017
Store7,22246195207,36,1,11/4/2017
Store7,23031316487,36,1,11/4/2017
Store7,21978939399,60,1,11/4/2017
Store7,22667919367,64,1,11/4/2017
Store7,22391128071,100,1,11/4/2017
Store7,22937600007,136,2,11/4/2017
Store7,22551461895,202,1,11/4/2017
Store7,22549004295,243,1,11/4/2017
Store7,22463053831,243,1,11/4/2017
Store7,22983245831,35,1,11/4/2017
Store7,22812295175,43,1,11/4/2017
Store7,22231515143,86,1,11/4/2017
Store7,22897590279,86,2,11/4/2017
Store7,22339878919,94,1,11/4/2017
Store5,1.70874E+11,79,2,11/4/2017
Store7,22352134151,271,2,11/4/2017
Store4,1.70729E+11,57.105,1,11/4/2017
Store3,1.68998E+11,69.795,2,11/4/2017
Store3,1.6918E+11,22.2075,1,11/4/2017
Store4,1.7065E+11,8.2485,1,11/4/2017
Store7,5299032839,25,1,2/22/2017
Store7,5298998983,84,2,2/22/2017
Store7,5297162311,186,1,2/22/2017
Store7,5301149895,243,1,2/22/2017
Store7,5298490567,49,1,2/22/2017
Store7,5298538567,114,1,2/22/2017
Store5,5260193740,507,3,2/22/2017
Store7,23599349767,20,1,11/5/2017
Store5,1.72173E+11,36,1,11/5/2017
Store7,24226004999,36,1,11/5/2017
Store7,23656988679,56,2,11/5/2017
Store7,24158535687,60,1,11/5/2017
Store7,24187797511,64,1,11/5/2017
Store7,23398973447,68,1,11/5/2017
Store7,24038604807,116,2,11/5/2017
Store7,23572676615,120,1,11/5/2017
Store7,24117575687,185,2,11/5/2017
Store7,23143448583,371,9,11/5/2017
Store7,23305289735,125,1,11/5/2017
Store7,24097456135,186,1,11/5/2017
Store7,24276172807,243,1,11/5/2017
Store7,24094670855,243,1,11/5/2017
Store7,23592402951,243,1,11/5/2017
Store7,23901667335,243,1,11/5/2017
Store7,24118001671,243,1,11/5/2017
Store7,23341137927,279,2,11/5/2017
Store7,24183930887,43,1,11/5/2017
Store7,23645061127,63,1,11/5/2017
Store7,23999086599,70,1,11/5/2017
Store7,24188682247,205,1,11/5/2017
Store7,24192221191,729,3,11/5/2017
Store4,1.71759E+11,154.1835,1,11/5/2017
Store4,1.71535E+11,57.105,1,11/5/2017
Store4,1.72E+11,22.842,1,11/5/2017
Store4,1.72036E+11,27.2835,1,11/5/2017
Store7,3348039367,43,1,6/12/2016
Store5,3331684870,140,1,6/12/2016
Store7,5304811015,36,1,2/23/2017
Store7,5305042055,100,1,2/23/2017
Store7,5302421767,226,2,2/23/2017
Store7,5301912327,243,1,2/23/2017
Store7,5303798535,243,1,2/23/2017
Store7,5303874375,486,2,2/23/2017
Store7,25795264519,36,1,11/6/2017
Store7,25201868807,36,1,11/6/2017
Store7,24573804551,36,1,11/6/2017
Store7,25967722503,36,1,11/6/2017
Store7,25053265927,36,1,11/6/2017
Store7,25677168647,60,1,11/6/2017
Store7,25565495303,291,3,11/6/2017
Store7,26103676935,195,1,11/6/2017
Store7,25889931271,243,1,11/6/2017
Store7,25908805639,243,1,11/6/2017
Store7,25334284295,279,3,11/6/2017
Store7,25947537415,43,1,11/6/2017
Store7,25528664071,43,1,11/6/2017
Store7,25757745159,43,1,11/6/2017
Store7,26153484295,90,1,11/6/2017
Store7,25531383815,135,2,11/6/2017
Store4,1.7293E+11,154.1835,1,11/6/2017
Store3,1.71894E+11,22.842,1,11/6/2017
Store7,3356344519,85,1,6/13/2016
Store7,3356228551,243,1,6/13/2016
Store7,3355603911,90,1,6/13/2016
Store7,5309747079,36,1,2/24/2017
Store7,5306958023,195,1,2/24/2017
Store7,5308416391,243,1,2/24/2017
Store7,5310421895,243,1,2/24/2017
Store7,29704388615,13,1,11/7/2017
Store7,29246291975,19,1,11/7/2017
Store7,27922169863,30,1,11/7/2017
Store7,29006626823,36,1,11/7/2017
Store7,29035069447,36,1,11/7/2017
Store7,28445802503,36,1,11/7/2017
Store7,28658204679,36,1,11/7/2017
Store7,29073571847,36,1,11/7/2017
Store7,28765814791,36,1,11/7/2017
Store7,28198600711,36,1,11/7/2017
Store7,29110272007,36,1,11/7/2017
Store7,28979625991,36,1,11/7/2017
Store7,27991343111,36,1,11/7/2017
Store7,29453484039,36,1,11/7/2017
Store7,28852322311,60,1,11/7/2017
Store7,29465444359,60,1,11/7/2017
Store7,28936929287,68,1,11/7/2017
Store7,29386473479,176,1,11/7/2017
Store7,28409200647,217,1,11/7/2017
Store7,28167405575,217,1,11/7/2017
Store7,28579790855,217,1,11/7/2017
Store7,28288516103,217,1,11/7/2017
Store7,29061447687,338,3,11/7/2017
Store7,29074915335,65,1,11/7/2017
Store7,28090793991,186,1,11/7/2017
Store7,28123430919,468,3,11/7/2017
Store7,28360933383,195,1,11/7/2017
Store7,29372547079,243,1,11/7/2017
Store7,29361799175,243,1,11/7/2017
Store7,28006580231,243,1,11/7/2017
Store7,28636774407,243,1,11/7/2017
Store7,28251979783,243,1,11/7/2017
Store7,28865429511,243,1,11/7/2017
Store7,26918682631,243,1,11/7/2017
Store7,28088107015,243,1,11/7/2017
Store7,28085551111,243,1,11/7/2017
Store7,29210247175,243,1,11/7/2017
Store7,26938114055,243,1,11/7/2017
Store7,28016082951,243,1,11/7/2017
Store7,28859826183,263,2,11/7/2017
Store7,28631564295,35,1,11/7/2017
Store7,28080406535,35,1,11/7/2017
Store7,29120692231,35,1,11/7/2017
Store7,29166567431,43,1,11/7/2017
Store7,29169713159,43,1,11/7/2017
Store5,1.75E+11,43,1,11/7/2017
Store7,28040495111,43,1,11/7/2017
Store7,28316729351,43,1,11/7/2017
Store7,27933704199,43,1,11/7/2017
Store7,28071788551,43,1,11/7/2017
Store7,28070543367,70,1,11/7/2017
Store7,27894874119,70,1,11/7/2017
Store7,29131046919,70,1,11/7/2017
Store7,29245046791,70,1,11/7/2017
Store7,29042081799,70,1,11/7/2017
Store7,29346070535,70,1,11/7/2017
Store7,28168257543,82,2,11/7/2017
Store7,27951792135,86,2,11/7/2017
Store7,29337681927,86,2,11/7/2017
Store7,28385083399,94,1,11/7/2017
Store7,28040953863,94,1,11/7/2017
Store7,28077785095,94,1,11/7/2017
Store7,28011134983,94,1,11/7/2017
Store7,28091285511,94,2,11/7/2017
Store7,28021719047,281,2,11/7/2017
Store7,28337963015,205,1,11/7/2017
Store7,28537094151,205,1,11/7/2017
Store7,28060254215,205,1,11/7/2017
Store7,28755197959,205,1,11/7/2017
Store7,28540469255,205,1,11/7/2017
Store7,28066545671,205,1,11/7/2017
Store7,27961393159,444,3,11/7/2017
Store7,28084633607,175,3,11/7/2017
Store4,1.74788E+11,8.2485,1,11/7/2017
Store7,3368547399,195,1,6/14/2016
Store7,3369158215,43,1,6/14/2016
Store7,3364172679,205,1,6/14/2016
Store7,5315022023,243,1,2/25/2017
Store7,5313428167,229,4,2/25/2017
Store7,32840613895,36,1,11/8/2017
Store7,32921321479,36,1,11/8/2017
Store7,32911294471,36,1,11/8/2017
Store7,30519066631,36,1,11/8/2017
Store7,32692994055,36,1,11/8/2017
Store7,30827085831,217,1,11/8/2017
Store7,30834720775,65,1,11/8/2017
Store7,30365908999,186,1,11/8/2017
Store7,30551408647,131,2,11/8/2017
Store7,32703938567,243,1,11/8/2017
Store7,30540562439,243,1,11/8/2017
Store7,32867483655,243,1,11/8/2017
Store7,32757514247,243,1,11/8/2017
Store7,32852770823,35,1,11/8/2017
Store7,30529323015,35,1,11/8/2017
Store7,32863682567,43,1,11/8/2017
Store5,1.75385E+11,43,1,11/8/2017
Store7,29802758151,140,3,11/8/2017
Store7,30688739335,205,1,11/8/2017
Store7,30817189895,205,1,11/8/2017
Store7,30496358407,205,1,11/8/2017
Store7,32651673607,205,1,11/8/2017
Store7,30531289095,103,1,11/8/2017
Store7,32958087175,825,9,11/8/2017
Store4,1.75987E+11,154.1835,1,11/8/2017
Store3,1.73629E+11,68.526,2,11/8/2017
Store3,1.73572E+11,130.0725,1,11/8/2017
Store4,1.76321E+11,12.69,1,11/8/2017
Store7,5320547015,36,1,2/26/2017
Store7,5320034311,100,1,2/26/2017
Store7,5319853959,243,1,2/26/2017
Store7,33346355207,32,2,11/9/2017
Store7,33067073543,36,1,11/9/2017
Store7,33394262023,36,1,11/9/2017
Store7,33318666247,36,1,11/9/2017
Store7,33733214215,36,1,11/9/2017
Store5,1.78427E+11,36,1,11/9/2017
Store7,33532411911,36,1,11/9/2017
Store7,33988149255,60,1,11/9/2017
Store7,33694810119,68,1,11/9/2017
Store7,33108688903,100,1,11/9/2017
Store7,33597358087,120,1,11/9/2017
Store7,33594343431,448,2,11/9/2017
Store5,1.77677E+11,89,1,11/9/2017
Store7,33080606727,125,1,11/9/2017
Store7,33345372167,325,2,11/9/2017
Store7,33496006663,243,1,11/9/2017
Store7,33250017287,243,1,11/9/2017
Store7,33952268295,35,1,11/9/2017
Store7,33316601863,43,1,11/9/2017
Store7,33689272327,43,1,11/9/2017
Store7,33179893767,43,1,11/9/2017
Store7,33496498183,408,2,11/9/2017
Store4,1.78042E+11,154.1835,1,11/9/2017
Store4,1.7822E+11,27.2835,1,11/9/2017
Store7,3474763911,125,1,6/16/2016
Store5,3364362630,286,2,6/16/2016
Store7,5323519111,36,1,2/27/2017
Store7,5323806151,36,1,2/27/2017
Store5,5284373964,40,2,2/27/2017
Store7,5323550471,72,2,2/27/2017
Store7,5326060743,243,1,2/27/2017
Store7,5322893511,114,1,2/27/2017
Store7,5321935879,199,1,2/27/2017
Store7,34283585543,36,1,11/10/2017
Store7,35027025927,36,1,11/10/2017
Store7,34439430151,36,1,11/10/2017
Store5,1.80299E+11,36,1,11/10/2017
Store7,35106193415,36,1,11/10/2017
Store7,34679980039,36,1,11/10/2017
Store7,35105046535,56,2,11/10/2017
Store7,34490941447,60,1,11/10/2017
Store5,1.8055E+11,137,1,11/10/2017
Store7,35044425735,69,1,11/10/2017
Store7,35249455111,186,1,11/10/2017
Store7,35108683783,195,1,11/10/2017
Store7,34698231815,243,1,11/10/2017
Store7,34989080583,243,1,11/10/2017
Store7,35300704263,243,1,11/10/2017
Store7,35004743687,263,2,11/10/2017
Store7,34490220551,35,1,11/10/2017
Store7,34859646983,35,1,11/10/2017
Store7,34851028999,35,1,11/10/2017
Store7,34392735751,37,1,11/10/2017
Store7,34841264135,43,1,11/10/2017
Store7,35172450311,43,1,11/10/2017
Store7,34655600647,43,1,11/10/2017
Store7,34673655815,70,1,11/10/2017
Store7,35204595719,86,1,11/10/2017
Store7,34611200007,204,1,11/10/2017
Store7,34172796935,205,1,11/10/2017
Store7,34901852167,205,1,11/10/2017
Store7,35234349063,205,1,11/10/2017
Store7,34705375239,91,1,11/10/2017
Store7,35075719175,215,5,11/10/2017
Store4,1.79773E+11,154.1835,1,11/10/2017
Store3,1.74832E+11,57.105,1,11/10/2017
Store3,1.74839E+11,27.2835,1,11/10/2017
Store3,1.7474E+11,123.7275,1,11/10/2017
Store7,3499429895,243,1,6/17/2016
Store7,3523067271,91,1,6/17/2016
Store7,5326930183,36,1,2/28/2017
Store7,5327736519,243,1,2/28/2017
Store7,36843094023,13,1,11/11/2017
Store7,36471472135,14,1,11/11/2017
Store7,36931141639,23,1,11/11/2017
Store7,36236558343,36,1,11/11/2017
Store7,35968811015,36,1,11/11/2017
Store7,36137238535,36,1,11/11/2017
Store7,36132782087,68,1,11/11/2017
Store7,36925014023,137,1,11/11/2017
Store7,36867997703,340,3,11/11/2017
Store7,35905699847,243,1,11/11/2017
Store7,36085956615,243,1,11/11/2017
Store7,36016750599,243,1,11/11/2017
Store7,37011095559,243,1,11/11/2017
Store7,36913905671,243,1,11/11/2017
Store7,36945723399,243,1,11/11/2017
Store7,36885889031,243,1,11/11/2017
Store7,36408721415,43,1,11/11/2017
Store7,36767727623,43,1,11/11/2017
Store7,36149100551,43,1,11/11/2017
Store7,36571086855,90,1,11/11/2017
Store7,36306026503,721,4,11/11/2017
Store7,36601135111,205,1,11/11/2017
Store4,1.81891E+11,154.1835,1,11/11/2017
Store4,1.81959E+11,154.1835,1,11/11/2017
Store4,1.81687E+11,154.1835,1,11/11/2017
Store4,1.81688E+11,154.1835,1,11/11/2017
Store3,1.75665E+11,154.1835,1,11/11/2017
Store4,1.81952E+11,38.07,1,11/11/2017
Store3,1.75584E+11,22.2075,1,11/11/2017
Store4,1.81639E+11,137.6865,1,11/11/2017
Store3,1.75696E+11,41.2425,1,11/11/2017
Store7,3525494535,195,1,6/18/2016
Store7,5337743303,36,1,3/1/2017
Store7,5334660999,243,1,3/1/2017
Store7,5339190727,43,1,3/1/2017
Store7,5338739015,114,1,3/1/2017
Store7,5337991687,199,1,3/1/2017
Store7,5335058247,247,1,3/1/2017
Store3,4930790401,154.1835,1,3/1/2017
Store7,37494390791,20,1,11/12/2017
Store7,37830557703,23,1,11/12/2017
Store7,37628248071,23,1,11/12/2017
Store7,37507989511,36,1,11/12/2017
Store7,37566939143,36,1,11/12/2017
Store7,37514379271,176,1,11/12/2017
Store7,37375311879,129,3,11/12/2017
Store7,37584240647,65,1,11/12/2017
Store7,37293260807,202,1,11/12/2017
Store7,37710561287,243,1,11/12/2017
Store7,37502418951,243,1,11/12/2017
Store7,37080399879,243,1,11/12/2017
Store7,37150097415,243,1,11/12/2017
Store7,37660327943,243,1,11/12/2017
Store7,37427806215,243,1,11/12/2017
Store7,37664292871,486,2,11/12/2017
Store7,37797560327,35,1,11/12/2017
Store7,37582569479,43,1,11/12/2017
Store7,37722652679,43,1,11/12/2017
Store7,37662195719,43,1,11/12/2017
Store7,37845499911,43,1,11/12/2017
Store7,37170479111,90,1,11/12/2017
Store7,37731663879,205,1,11/12/2017
Store7,37727797255,205,1,11/12/2017
Store7,37717147655,506,3,11/12/2017
Store7,37703712775,91,1,11/12/2017
Store4,1.83037E+11,154.1835,1,11/12/2017
Store4,1.83474E+11,154.1835,1,11/12/2017
Store4,1.83151E+11,57.7395,1,11/12/2017
Store4,1.83391E+11,47.5875,1,11/12/2017
Store4,1.83024E+11,27.2835,1,11/12/2017
Store4,1.83356E+11,86.9265,1,11/12/2017
Store4,1.83391E+11,10.152,1,11/12/2017
Store7,3535355911,36,1,6/19/2016
Store7,5345178439,36,1,3/2/2017
Store7,5342511111,243,1,3/2/2017
Store7,5342346439,35,1,3/2/2017
Store7,5340169543,43,1,3/2/2017
Store7,5341552199,333,2,3/2/2017
Store5,1.8469E+11,20,1,11/13/2017
Store7,39116111879,28,1,11/13/2017
Store7,38619906055,36,1,11/13/2017
Store7,38198607879,36,1,11/13/2017
Store7,38302580743,36,1,11/13/2017
Store7,38428147719,36,1,11/13/2017
Store7,38890995719,60,1,11/13/2017
Store7,38960267271,60,1,11/13/2017
Store7,38371917831,68,1,11/13/2017
Store7,38821691399,176,1,11/13/2017
Store7,38831194119,544,3,11/13/2017
Store7,38289899527,125,1,11/13/2017
Store7,38317752327,125,2,11/13/2017
Store7,38812450823,186,1,11/13/2017
Store5,1.85443E+11,186,1,11/13/2017
Store7,38395707399,202,1,11/13/2017
Store7,38194741255,243,1,11/13/2017
Store7,38298877959,243,1,11/13/2017
Store7,38393643015,243,1,11/13/2017
Store7,39062372359,35,1,11/13/2017
Store7,38200541191,35,1,11/13/2017
Store7,38398689287,86,2,11/13/2017
Store7,38485753863,90,1,11/13/2017
Store7,38732562439,205,1,11/13/2017
Store7,38392922119,205,1,11/13/2017
Store7,38870548487,205,1,11/13/2017
Store7,39032193031,91,1,11/13/2017
Store7,38804324359,103,2,11/13/2017
Store3,1.76394E+11,57.105,1,11/13/2017
Store4,1.84835E+11,277.911,2,11/13/2017
Store7,3548733895,36,1,6/20/2016
Store7,3542352263,40,1,6/20/2016
Store7,3550668039,43,1,6/20/2016
Store7,5347933447,20,1,3/3/2017
Store5,5307496524,36,1,3/3/2017
Store7,5349265927,243,1,3/3/2017
Store7,5348555655,243,1,3/3/2017
Store7,5349912775,94,1,3/3/2017
Store7,5349885127,205,1,3/3/2017
Store7,40124284935,12,1,11/14/2017
Store7,40169046023,23,1,11/14/2017
Store7,39858995207,36,1,11/14/2017
Store7,40017526791,36,1,11/14/2017
Store7,39649804295,60,1,11/14/2017
Store5,1.88054E+11,100,1,11/14/2017
Store7,39961722887,124,1,11/14/2017
Store7,39887798279,185,2,11/14/2017
Store7,39812988935,65,1,11/14/2017
Store7,39601340423,85,1,11/14/2017
Store7,39788675079,277,3,11/14/2017
Store7,39257931783,195,1,11/14/2017
Store7,39712784391,243,1,11/14/2017
Store7,39540195335,243,1,11/14/2017
Store7,39714488327,243,1,11/14/2017
Store7,39751712775,243,1,11/14/2017
Store7,39462567943,243,1,11/14/2017
Store7,39640760327,502,3,11/14/2017
Store7,39867842567,43,1,11/14/2017
Store7,39637876743,43,1,11/14/2017
Store7,40036564999,43,1,11/14/2017
Store7,39832682503,70,1,11/14/2017
Store7,40160329735,157,2,11/14/2017
Store7,39557300231,205,1,11/14/2017
Store7,40043511815,410,2,11/14/2017
Store7,39586037767,190,2,11/14/2017
Store7,39482163207,143,2,11/14/2017
Store3,1.76851E+11,154.1835,1,11/14/2017
Store4,1.86435E+11,152.9145,2,11/14/2017
Store4,1.86384E+11,38.07,1,11/14/2017
Store4,1.86344E+11,22.842,1,11/14/2017
Store3,1.76849E+11,22.842,1,11/14/2017
Store1,1.81583E+11,19.7714,1,11/14/2017
Store3,1.76868E+11,27.2835,1,11/14/2017
Store4,1.86632E+11,22.2075,1,11/14/2017
Store4,1.86428E+11,336.285,9,11/14/2017
Store7,3561465735,195,1,6/21/2016
Store7,5354919303,36,1,3/4/2017
Store5,5313723660,36,1,3/4/2017
Store7,5353560007,60,1,3/4/2017
Store5,5312978572,202,1,3/4/2017
Store7,5355240199,243,1,3/4/2017
Store7,5353886279,243,1,3/4/2017
Store7,5354105351,390,2,3/4/2017
Store7,40619671559,16,1,11/15/2017
Store7,40470872071,36,1,11/15/2017
Store7,40420278279,36,1,11/15/2017
Store7,41011445767,36,1,11/15/2017
Store5,1.89687E+11,60,1,11/15/2017
Store7,40597782535,60,1,11/15/2017
Store7,40676950023,100,1,11/15/2017
Store7,40565833735,217,1,11/15/2017
Store7,40823455751,241,2,11/15/2017
Store7,40640086023,65,1,11/15/2017
Store7,40994013191,186,1,11/15/2017
Store5,1.89194E+11,468,5,11/15/2017
Store7,40199454727,195,1,11/15/2017
Store7,40670429191,243,1,11/15/2017
Store7,40285765639,243,1,11/15/2017
Store7,40849211399,243,1,11/15/2017
Store7,40583135239,243,1,11/15/2017
Store7,40957116423,243,1,11/15/2017
Store7,40434335751,35,1,11/15/2017
Store7,40789016583,43,1,11/15/2017
Store7,40816574471,43,1,11/15/2017
Store7,40387248135,43,1,11/15/2017
Store7,40897052679,53,2,11/15/2017
Store7,40806154247,90,1,11/15/2017
Store7,40923168775,90,1,11/15/2017
Store7,40799436807,122,3,11/15/2017
Store7,40628584455,205,1,11/15/2017
Store7,40926412807,205,1,11/15/2017
Store7,40944795655,213,1,11/15/2017
Store5,1.8988E+11,67,1,11/15/2017
Store7,40693530631,91,1,11/15/2017
Store4,1.89477E+11,225.2475,3,11/15/2017
Store4,1.89459E+11,509.5035,5,11/15/2017
Store4,1.89739E+11,63.45,1,11/15/2017
Store7,3563322055,36,1,6/22/2016
Store7,5359707399,36,1,3/5/2017
Store7,5357915271,36,1,3/5/2017
Store7,5356349447,186,1,3/5/2017
Store7,5357930887,243,1,3/5/2017
Store7,5359632711,243,1,3/5/2017
Store7,5356484999,114,1,3/5/2017
Store7,41293086727,13,1,11/16/2017
Store7,41355182087,16,1,11/16/2017
Store7,42519560199,20,1,11/16/2017
Store7,42483122183,23,1,11/16/2017
Store7,42381574151,32,2,11/16/2017
Store7,42381049863,36,1,11/16/2017
Store7,41050275847,36,1,11/16/2017
Store7,41445556231,36,1,11/16/2017
Store7,41418129415,36,1,11/16/2017
Store7,41370189831,36,1,11/16/2017
Store7,41337716743,36,1,11/16/2017
Store5,1.92174E+11,36,1,11/16/2017
Store7,41417703431,36,1,11/16/2017
Store7,41299410951,36,1,11/16/2017
Store7,42272489479,60,1,11/16/2017
Store7,41330606087,60,1,11/16/2017
Store7,41332703239,68,1,11/16/2017
Store7,41161392135,68,1,11/16/2017
Store7,41313042439,100,1,11/16/2017
Store7,41183150087,124,1,11/16/2017
Store7,42564583431,217,1,11/16/2017
Store7,41490513927,549,4,11/16/2017
Store7,42503405575,65,1,11/16/2017
Store7,42501341191,186,1,11/16/2017
Store7,42541875207,243,1,11/16/2017
Store7,41259073543,243,1,11/16/2017
Store7,42560880647,243,1,11/16/2017
Store7,41429598215,243,1,11/16/2017
Store7,42416406535,243,1,11/16/2017
Store7,41362128903,243,1,11/16/2017
Store7,42518446087,243,1,11/16/2017
Store7,42411098119,243,1,11/16/2017
Store7,41378381831,243,1,11/16/2017
Store7,42492821511,243,1,11/16/2017
Store7,42365222919,35,1,11/16/2017
Store5,1.92291E+11,35,1,11/16/2017
Store7,42394058759,35,1,11/16/2017
Store7,41585147911,35,1,11/16/2017
Store7,41508732935,43,1,11/16/2017
Store7,42453598215,43,1,11/16/2017
Store7,41251766279,43,1,11/16/2017
Store7,42507239431,43,1,11/16/2017
Store7,42265739271,90,1,11/16/2017
Store7,42322821127,90,1,11/16/2017
Store7,42498555911,90,1,11/16/2017
Store7,41388572679,90,1,11/16/2017
Store7,41305931783,94,1,11/16/2017
Store7,42445012999,156,2,11/16/2017
Store7,42263642119,328,3,11/16/2017
Store7,41199435783,329,3,11/16/2017
Store7,42348904455,205,1,11/16/2017
Store7,41503096839,205,1,11/16/2017
Store7,42358308871,205,1,11/16/2017
Store7,41591963655,79,2,11/16/2017
Store7,41418817543,536,5,11/16/2017
Store3,1.77848E+11,27.2835,1,11/16/2017
Store3,1.77749E+11,27.2835,1,11/16/2017
Store4,1.92067E+11,27.2835,1,11/16/2017
Store3,1.77823E+11,43.146,1,11/16/2017
Store7,3579084039,546,5,6/23/2016
Store7,3578169223,35,1,6/23/2016
Store7,5362599175,36,1,3/6/2017
Store7,5363403655,243,1,3/6/2017
Store7,5364478215,243,1,3/6/2017
Store7,5363645063,852,4,3/6/2017
Store7,42998333447,36,1,11/17/2017
Store7,42805362695,36,1,11/17/2017
Store7,42805919751,36,1,11/17/2017
Store7,43448926215,36,1,11/17/2017
Store7,42848780295,36,1,11/17/2017
Store7,42730815495,60,1,11/17/2017
Store7,42993188871,100,1,11/17/2017
Store7,43417436167,248,2,11/17/2017
Store7,42665771015,217,1,11/17/2017
Store7,43011047431,965,11,11/17/2017
Store7,42606985223,615,3,11/17/2017
Store5,1.94426E+11,69,1,11/17/2017
Store7,43315363847,125,1,11/17/2017
Store7,43287674887,202,1,11/17/2017
Store7,43098079239,195,1,11/17/2017
Store7,43356815367,195,1,11/17/2017
Store7,43378409479,243,1,11/17/2017
Store7,42581098503,243,1,11/17/2017
Store7,42961698823,243,1,11/17/2017
Store7,42885480455,243,1,11/17/2017
Store7,43312283655,243,1,11/17/2017
Store7,43374313479,35,1,11/17/2017
Store7,43481792519,35,1,11/17/2017
Store7,43316117511,41,1,11/17/2017
Store7,43065737223,43,1,11/17/2017
Store7,43435884551,43,1,11/17/2017
Store7,42944462855,43,1,11/17/2017
Store7,42797662215,66,2,11/17/2017
Store5,1.94127E+11,70,1,11/17/2017
Store7,43264409607,70,1,11/17/2017
Store7,42825023495,90,1,11/17/2017
Store7,43337089031,90,1,11/17/2017
Store7,43232002055,213,3,11/17/2017
Store7,43390730247,75,1,11/17/2017
Store7,42932928519,79,2,11/17/2017
Store7,43149328391,492,2,11/17/2017
Store7,42847010823,223,3,11/17/2017
Store3,1.78386E+11,154.1835,1,11/17/2017
Store4,1.93748E+11,22.842,1,11/17/2017
Store3,1.78313E+11,27.2835,1,11/17/2017
Store4,1.94232E+11,43.146,1,11/17/2017
Store7,3588610695,243,1,6/24/2016
Store7,5370180423,186,1,3/7/2017
Store7,43641470983,16,1,11/18/2017
Store7,43824578567,16,1,11/18/2017
Store7,43946672135,20,1,11/18/2017
Store7,43589271559,20,1,11/18/2017
Store7,43666374663,20,1,11/18/2017
Store7,44317933575,36,1,11/18/2017
Store7,44220743687,36,1,11/18/2017
Store7,44061786119,36,1,11/18/2017
Store7,43830804487,36,1,11/18/2017
Store7,43964137479,36,1,11/18/2017
Store7,44132499463,36,1,11/18/2017
Store7,43618828295,36,1,11/18/2017
Store7,44236832775,36,1,11/18/2017
Store7,43923210247,36,1,11/18/2017
Store7,43518918663,36,1,11/18/2017
Store7,43939627015,36,1,11/18/2017
Store7,43665653767,50,1,11/18/2017
Store7,44330516487,137,1,11/18/2017
Store7,43902009351,85,1,11/18/2017
Store7,43740758023,89,1,11/18/2017
Store7,43948539911,195,1,11/18/2017
Store7,44076892167,243,1,11/18/2017
Store7,44082266119,243,1,11/18/2017
Store7,43876614151,243,1,11/18/2017
Store7,44150194183,243,1,11/18/2017
Store7,44198559751,243,1,11/18/2017
Store7,44205113351,243,1,11/18/2017
Store7,43713527815,243,1,11/18/2017
Store7,44289425415,243,1,11/18/2017
Store7,43678138375,243,1,11/18/2017
Store7,44118212615,243,1,11/18/2017
Store7,43666046983,35,1,11/18/2017
Store7,43637571591,43,1,11/18/2017
Store7,44367839239,43,1,11/18/2017
Store7,44012404743,43,1,11/18/2017
Store7,43675025415,43,1,11/18/2017
Store7,44274188295,43,1,11/18/2017
Store7,44018597895,43,1,11/18/2017
Store7,43904598023,43,1,11/18/2017
Store7,43885494279,126,2,11/18/2017
Store7,43720507399,360,4,11/18/2017
Store7,44359286791,265,2,11/18/2017
Store7,44065751047,205,1,11/18/2017
Store7,43506728967,205,1,11/18/2017
Store7,44248629255,205,1,11/18/2017
Store7,44165267463,205,1,11/18/2017
Store4,1.96269E+11,154.1835,1,11/18/2017
Store4,1.96403E+11,154.1835,1,11/18/2017
Store3,1.78857E+11,116.1135,3,11/18/2017
Store4,1.96156E+11,22.842,1,11/18/2017
Store4,1.96088E+11,22.842,1,11/18/2017
Store3,1.78782E+11,137.6865,1,11/18/2017
Store4,1.96553E+11,129.438,1,11/18/2017
Store3,1.78776E+11,123.7275,1,11/18/2017
Store4,1.96644E+11,128.169,1,11/18/2017
Store3,1.78853E+11,166.8735,2,11/18/2017
Store7,3595369223,100,1,6/25/2016
Store7,3595879815,248,2,6/25/2016
Store7,3595752455,186,1,6/25/2016
Store7,5372346823,36,1,3/8/2017
Store7,5374636807,243,1,3/8/2017
Store7,5375765191,43,1,3/8/2017
Store7,44516540423,13,1,11/19/2017
Store7,45062946823,36,1,11/19/2017
Store7,44560515079,36,1,11/19/2017
Store7,44508577799,36,1,11/19/2017
Store7,44973850631,36,1,11/19/2017
Store7,44607668231,36,1,11/19/2017
Store7,45096501255,68,1,11/19/2017
Store7,44651446279,290,3,11/19/2017
Store7,45084278791,195,1,11/19/2017
Store7,45163905031,243,1,11/19/2017
Store7,44895797255,243,1,11/19/2017
Store7,44626051079,243,1,11/19/2017
Store7,44724191239,243,1,11/19/2017
Store7,45177372679,243,1,11/19/2017
Store7,44920995847,35,1,11/19/2017
Store7,45065437191,35,1,11/19/2017
Store7,45185597447,43,1,11/19/2017
Store7,45011173383,43,1,11/19/2017
Store7,45114785799,43,1,11/19/2017
Store7,44522504199,43,1,11/19/2017
Store7,44698992647,43,1,11/19/2017
Store7,44579880967,43,1,11/19/2017
Store7,44614877191,43,1,11/19/2017
Store7,44626804743,43,1,11/19/2017
Store7,44619988999,90,1,11/19/2017
