Store_new,Order_ID,Order_Amt,items_ordered,Date_Ordered
Store7,6048424391,35,1,9/8/2017
Store7,6047768071,43,1,9/8/2017
Store5,85182611481,205,1,9/8/2017
Store7,6050107527,506,3,9/8/2017
Store7,6048739207,605,3,9/8/2017
Store3,5748168321,22.842,1,9/8/2017
Store3,5746839489,22.842,1,9/8/2017
Store3,5748269121,27.2835,1,9/8/2017
Store7,2892863175,36,1,4/15/2016
Store7,2890469447,43,1,4/15/2016
Store7,2892627975,205,1,4/15/2016
Store7,4991582343,640,6,12/27/2016
Store7,4989228423,195,1,12/27/2016
Store5,4932298828,429,2,12/27/2016
Store7,6051321031,23,1,9/9/2017
Store7,6051102791,36,1,9/9/2017
Store7,6052037255,36,1,9/9/2017
Store7,6050728071,65,1,9/9/2017
Store7,6051832135,69,1,9/9/2017
Store7,6051962183,69,1,9/9/2017
Store7,6052381639,202,1,9/9/2017
Store7,6051016071,155,1,9/9/2017
Store7,6051225799,243,1,9/9/2017
Store7,6052321799,243,1,9/9/2017
Store7,6051313799,343,2,9/9/2017
Store5,85935882265,205,1,9/9/2017
Store7,4995487239,36,1,12/28/2016
Store7,4996599815,40,1,12/28/2016
Store7,4998109255,195,1,12/28/2016
Store7,4995171719,243,1,12/28/2016
Store7,4995017927,243,1,12/28/2016
Store7,4994378183,43,1,12/28/2016
Store5,4936692172,90,1,12/28/2016
Store7,6054189063,23,1,9/10/2017
Store7,6055872327,60,1,9/10/2017
Store7,6055937351,100,1,9/10/2017
Store7,6055809223,137,1,9/10/2017
Store7,6055537671,217,1,9/10/2017
Store7,6055711687,243,1,9/10/2017
Store7,6055060359,35,1,9/10/2017
Store7,6054084231,43,1,9/10/2017
Store7,6054553543,43,1,9/10/2017
Store7,6053276487,43,1,9/10/2017
Store7,6054912007,43,1,9/10/2017
Store7,6055080519,94,1,9/10/2017
Store7,6054653255,94,1,9/10/2017
Store7,6055244423,205,1,9/10/2017
Store7,6054816839,213,1,9/10/2017
Store7,6054780615,67,1,9/10/2017
Store5,87401103385,75,1,9/10/2017
Store7,2908456327,243,1,4/17/2016
Store7,2907600903,43,1,4/17/2016
Store7,5002217287,36,1,12/29/2016
Store7,5000377223,36,1,12/29/2016
Store3,4746850881,154.1835,1,12/29/2016
Store7,6058563271,36,1,9/11/2017
Store7,6057189063,36,1,9/11/2017
Store5,87693525017,84,1,9/11/2017
Store7,6057601607,249,1,9/11/2017
Store7,6059065991,65,1,9/11/2017
Store7,6058921543,65,1,9/11/2017
Store7,6057440135,243,1,9/11/2017
Store7,6058574535,243,1,9/11/2017
Store7,6057087367,243,1,9/11/2017
Store7,6057893895,43,1,9/11/2017
Store7,6056391559,86,2,9/11/2017
Store3,5758296705,39.9735,1,9/11/2017
Store7,5007812103,36,1,12/30/2016
Store7,5005944903,36,1,12/30/2016
Store7,5008384839,36,1,12/30/2016
Store7,5005851591,36,1,12/30/2016
Store7,5004996999,36,1,12/30/2016
Store7,5009052743,390,2,12/30/2016
Store7,6060724935,20,1,9/12/2017
Store7,6060274311,20,1,9/12/2017
Store7,6061044231,36,1,9/12/2017
Store7,6061920455,36,1,9/12/2017
Store7,6062101255,60,1,9/12/2017
Store7,6062069511,84,1,9/12/2017
Store7,6061925895,108,2,9/12/2017
Store7,6061130503,184,1,9/12/2017
Store7,6059594823,217,1,9/12/2017
Store7,6061579847,186,1,9/12/2017
Store7,6062009031,2601,18,9/12/2017
Store7,6060346055,243,1,9/12/2017
Store7,6061894727,243,1,9/12/2017
Store5,90125762585,243,1,9/12/2017
Store7,6062436423,35,1,9/12/2017
Store7,6062577415,43,1,9/12/2017
Store7,6062552647,43,1,9/12/2017
Store5,89910018073,63,1,9/12/2017
Store7,6060333895,132,1,9/12/2017
Store3,5763190401,103.4235,2,9/12/2017
Store3,5763462913,39.9735,1,9/12/2017
Store7,2916891527,36,1,4/19/2016
Store7,2919040135,65,1,4/19/2016
Store7,2918470023,243,1,4/19/2016
Store7,2916905287,243,1,4/19/2016
Store7,2916381127,43,1,4/19/2016
Store7,2918549959,91,1,4/19/2016
Store7,5012785479,43,1,12/31/2016
Store7,5012724999,43,1,12/31/2016
Store7,5010295751,43,1,12/31/2016
Store7,5011095175,43,1,12/31/2016
Store7,5010684231,205,1,12/31/2016
Store7,6062698439,36,1,9/13/2017
Store7,6062826823,36,1,9/13/2017
Store5,91389263897,36,1,9/13/2017
Store7,6065286471,36,1,9/13/2017
Store7,6064269447,100,1,9/13/2017
Store7,6064209671,100,1,9/13/2017
Store7,6062901639,352,3,9/13/2017
Store7,6064651207,611,3,9/13/2017
Store7,6062735559,69,1,9/13/2017
Store7,6065843143,155,1,9/13/2017
Store7,6064535559,243,1,9/13/2017
Store7,6065083847,243,1,9/13/2017
Store7,6063448071,243,1,9/13/2017
Store7,6064895687,243,1,9/13/2017
Store7,6063309895,486,2,9/13/2017
Store7,6062889543,43,1,9/13/2017
Store7,6064029703,205,1,9/13/2017
Store3,5767689537,187.1775,2,9/13/2017
Store3,5767652609,137.6865,1,9/13/2017
Store7,2924762759,1025,5,4/20/2016
Store7,2923446599,243,1,4/20/2016
Store7,5015092679,36,1,1/1/2017
Store7,6065982023,16,1,9/14/2017
Store7,6068903111,36,1,9/14/2017
Store7,6070204359,36,1,9/14/2017
Store7,6066574983,36,1,9/14/2017
Store7,6070101703,120,1,9/14/2017
Store7,6066473159,304,2,9/14/2017
Store7,6067305671,69,1,9/14/2017
Store7,6068414791,162,3,9/14/2017
Store7,6069506951,155,1,9/14/2017
Store7,6066023751,155,1,9/14/2017
Store7,6067111495,195,1,9/14/2017
Store7,6066560839,243,1,9/14/2017
Store7,6067917639,243,1,9/14/2017
Store7,6066527239,243,1,9/14/2017
Store7,6066765383,243,1,9/14/2017
Store7,6068265543,243,1,9/14/2017
Store7,6066700231,243,1,9/14/2017
Store7,6069128199,243,1,9/14/2017
Store7,6067602823,43,1,9/14/2017
Store7,6066713095,43,1,9/14/2017
Store7,6068080135,43,1,9/14/2017
Store7,6069313927,43,1,9/14/2017
Store7,6066585991,90,1,9/14/2017
Store7,6066207687,90,1,9/14/2017
Store7,6066216007,90,1,9/14/2017
Store7,6069303815,180,2,9/14/2017
Store7,6069329671,79,2,9/14/2017
Store7,6068028743,317,2,9/14/2017
Store4,92435087385,154.1835,1,9/14/2017
Store4,91989934105,27.2835,1,9/14/2017
Store7,2935962951,241,2,4/21/2016
Store7,2935696007,90,1,4/21/2016
Store5,4959876428,36,1,1/2/2017
Store7,5019985479,36,1,1/2/2017
Store5,4957713164,36,1,1/2/2017
Store7,5020384455,243,1,1/2/2017
Store7,5021374023,243,1,1/2/2017
Store7,5020695431,166,1,1/2/2017
Store7,6071305095,23,1,9/15/2017
Store7,6073184391,23,1,9/15/2017
Store7,6073284103,36,1,9/15/2017
Store7,6071791879,36,1,9/15/2017
Store7,6070408519,240,2,9/15/2017
Store7,6073392519,202,1,9/15/2017
Store5,94145347609,195,1,9/15/2017
Store7,6073774343,243,1,9/15/2017
Store7,6073038215,243,1,9/15/2017
Store7,6071991751,342,4,9/15/2017
Store7,6072863559,35,1,9/15/2017
Store7,6072221127,35,1,9/15/2017
Store7,6071096839,266,2,9/15/2017
Store7,6071809095,1842,22,9/15/2017
Store3,5775786497,154.1835,1,9/15/2017
Store3,5775169025,47.5875,1,9/15/2017
Store3,5776586753,27.2835,1,9/15/2017
Store3,5776231041,53.298,1,9/15/2017
Store3,5775363201,66.6225,2,9/15/2017
Store3,5776770369,123.7275,1,9/15/2017
Store7,2939199495,43,1,4/22/2016
Store7,2940667335,205,1,4/22/2016
Store7,5024728071,243,1,1/3/2017
Store7,5025675015,43,1,1/3/2017
Store7,5023139271,286,2,1/3/2017
Store7,6074490503,13,1,9/16/2017
Store7,6075951431,23,1,9/16/2017
Store7,6076372423,36,1,9/16/2017
Store7,6075175047,36,1,9/16/2017
Store7,6075111367,36,1,9/16/2017
Store7,6076967111,84,1,9/16/2017
Store7,6074912263,84,1,9/16/2017
Store7,6076361415,176,1,9/16/2017
Store7,6074682439,137,1,9/16/2017
Store7,6075415751,65,1,9/16/2017
Store7,6075555591,243,1,9/16/2017
Store7,6075562247,243,1,9/16/2017
Store7,6075941383,243,1,9/16/2017
Store7,6076247687,243,1,9/16/2017
Store7,6076741255,35,1,9/16/2017
Store7,6076675079,43,1,9/16/2017
Store7,6074780871,63,1,9/16/2017
Store7,6075031559,529,3,9/16/2017
Store4,95426379801,14.5935,1,9/16/2017
Store4,96035373081,27.2835,1,9/16/2017
Store4,95677775897,27.2835,1,9/16/2017
Store4,95692816409,53.9325,1,9/16/2017
Store4,95691571225,130.0725,1,9/16/2017
Store4,95631802393,39.9735,1,9/16/2017
Store7,2949110279,43,1,4/23/2016
Store7,5029957191,36,1,1/4/2017
Store7,5030153223,36,1,1/4/2017
Store7,5029462087,195,1,1/4/2017
Store7,5029330503,243,1,1/4/2017
Store7,5031287431,35,1,1/4/2017
Store7,5031489159,43,1,1/4/2017
Store7,6077952839,36,1,9/17/2017
Store7,6079070471,36,1,9/17/2017
Store7,6077812231,36,1,9/17/2017
Store7,6077787719,36,1,9/17/2017
Store7,6078296647,249,1,9/17/2017
Store7,6079958535,65,1,9/17/2017
Store7,6079191879,69,1,9/17/2017
Store7,6078673671,202,1,9/17/2017
Store7,6079378567,195,1,9/17/2017
Store7,6077310471,195,1,9/17/2017
Store7,6079502087,243,1,9/17/2017
Store7,6077636231,243,1,9/17/2017
Store7,6079971015,243,1,9/17/2017
Store7,6079279175,35,1,9/17/2017
Store7,6077935879,43,1,9/17/2017
Store7,6079723015,43,1,9/17/2017
Store7,6078662087,43,1,9/17/2017
Store7,6079580103,43,1,9/17/2017
Store7,6079529415,205,1,9/17/2017
Store4,96923189273,154.1835,1,9/17/2017
Store4,96748961817,57.105,1,9/17/2017
Store4,96957071385,27.2835,1,9/17/2017
Store4,96943046681,53.9325,1,9/17/2017
Store4,97149681689,135.1485,1,9/17/2017
Store7,5036389383,36,1,1/5/2017
Store7,5033380103,36,1,1/5/2017
Store7,5032955143,243,1,1/5/2017
Store5,4972697740,205,1,1/5/2017
Store7,6083647303,20,1,9/18/2017
Store7,6080617479,36,1,9/18/2017
Store7,6082181383,36,1,9/18/2017
Store7,6081436615,36,1,9/18/2017
Store7,6081607687,36,1,9/18/2017
Store7,6080307271,136,2,9/18/2017
Store7,6083504327,1350,18,9/18/2017
Store5,98848047129,482,5,9/18/2017
Store7,6081741767,1111,7,9/18/2017
Store7,6083112967,195,1,9/18/2017
Store7,6081882183,243,1,9/18/2017
Store7,6082407431,35,1,9/18/2017
Store7,6080861703,43,1,9/18/2017
Store7,6083377671,43,1,9/18/2017
Store7,6081099527,43,1,9/18/2017
Store7,6082637831,43,1,9/18/2017
Store7,6080108999,90,1,9/18/2017
Store7,6082827719,205,1,9/18/2017
Store7,6083102087,205,1,9/18/2017
Store7,6083608775,205,1,9/18/2017
Store7,6083174791,205,1,9/18/2017
Store7,6081756103,729,3,9/18/2017
Store4,98468036633,295.0425,5,9/18/2017
Store4,98219687961,22.842,1,9/18/2017
Store3,5788326593,43.7805,1,9/18/2017
Store4,98318483481,133.245,2,9/18/2017
Store4,98188591129,39.9735,1,9/18/2017
Store7,2959588807,40,1,4/25/2016
Store7,5039516359,33,2,1/6/2017
Store7,5041294535,114,1,1/6/2017
Store7,5039887431,114,1,1/6/2017
Store7,6083826119,36,1,9/19/2017
Store7,6084448583,60,1,9/19/2017
Store7,6086912519,217,1,9/19/2017
Store7,6084321031,243,1,9/19/2017
Store7,6086846855,243,1,9/19/2017
Store7,6086006279,43,1,9/19/2017
Store7,6086943559,43,1,9/19/2017
Store7,6086671623,43,1,9/19/2017
Store7,6084986439,43,1,9/19/2017
Store7,6085463111,75,1,9/19/2017
Store7,6085870855,135,2,9/19/2017
Store4,99284877337,154.1835,1,9/19/2017
Store4,99190865945,22.842,1,9/19/2017
Store4,99537846297,43.7805,1,9/19/2017
Store7,2963845319,36,1,4/26/2016
Store7,2966970183,195,1,4/26/2016
Store7,2964586695,91,1,4/26/2016
Store5,4983687948,36,1,1/7/2017
Store7,5043786695,36,1,1/7/2017
Store7,5046804231,43,1,1/7/2017
Store7,6089190023,20,1,9/20/2017
Store7,6088804807,60,1,9/20/2017
Store7,6087733127,200,2,9/20/2017
Store7,6087159623,400,2,9/20/2017
Store7,6089749127,321,3,9/20/2017
Store7,6088123975,155,1,9/20/2017
Store7,6088340935,155,1,9/20/2017
Store7,6087762567,155,1,9/20/2017
Store7,6090100999,243,1,9/20/2017
Store5,1.0031E+11,243,1,9/20/2017
Store7,6089578823,310,2,9/20/2017
Store5,1.01291E+11,43,1,9/20/2017
Store7,6087748807,43,1,9/20/2017
Store7,6087119623,63,1,9/20/2017
Store3,5795349825,154.1835,1,9/20/2017
Store4,1.00892E+11,154.1835,1,9/20/2017
Store4,1.00725E+11,22.842,1,9/20/2017
Store4,1.00918E+11,22.842,1,9/20/2017
Store3,5796671169,128.169,1,9/20/2017
Store4,1.01018E+11,59.643,1,9/20/2017
Store5,3010173254,36,1,4/27/2016
Store7,2973642439,36,1,4/27/2016
Store7,2972201543,36,1,4/27/2016
Store7,2975831687,72,2,4/27/2016
Store5,3009514438,243,1,4/27/2016
Store7,5050767367,36,1,1/8/2017
Store7,5051654663,114,1,1/8/2017
Store7,6092650695,65,1,9/21/2017
Store7,6090600839,202,1,9/21/2017
Store7,6093004871,243,1,9/21/2017
Store7,6093507271,243,1,9/21/2017
Store5,1.02512E+11,243,1,9/21/2017
Store7,6092774919,43,1,9/21/2017
Store4,1.02293E+11,154.1835,1,9/21/2017
Store3,5799633153,154.1835,1,9/21/2017
Store4,1.02097E+11,22.2075,1,9/21/2017
Store4,1.02008E+11,136.4175,2,9/21/2017
Store7,2982894791,36,1,4/28/2016
Store5,3014106566,36,1,4/28/2016
Store7,2983970823,36,1,4/28/2016
Store5,3011237766,43,1,4/28/2016
Store7,5053524103,36,1,1/9/2017
Store7,6098206983,36,1,9/22/2017
Store7,6098363783,36,1,9/22/2017
Store7,6097260935,36,1,9/22/2017
Store7,6095581703,60,1,9/22/2017
Store7,6095730311,186,1,9/22/2017
Store7,6096325127,155,1,9/22/2017
Store7,6098033351,43,1,9/22/2017
Store5,1.04426E+11,70,1,9/22/2017
Store3,5802961857,38.07,1,9/22/2017
Store4,1.03958E+11,22.842,1,9/22/2017
Store7,5059164935,72,2,1/10/2017
Store7,5058634887,85,1,1/10/2017
Store5,4994336908,202,1,1/10/2017
Store7,5058850183,195,1,1/10/2017
Store7,5058601095,243,1,1/10/2017
Store5,4994769356,114,1,1/10/2017
Store5,4995010124,114,1,1/10/2017
Store5,1.05749E+11,36,1,9/23/2017
Store7,6101368903,36,1,9/23/2017
Store7,6101439495,36,1,9/23/2017
Store7,6100968007,68,1,9/23/2017
Store7,6101211271,120,1,9/23/2017
Store7,6101217479,69,1,9/23/2017
Store7,6101196487,43,1,9/23/2017
Store7,6100887687,43,1,9/23/2017
Store7,6098411463,43,1,9/23/2017
Store7,6100941959,205,1,9/23/2017
Store7,6099823111,75,1,9/23/2017
Store3,5807790913,154.1835,1,9/23/2017
Store4,1.05399E+11,22.842,1,9/23/2017
Store4,1.05244E+11,22.842,1,9/23/2017
Store3,5806496641,27.2835,1,9/23/2017
Store4,1.05586E+11,27.2835,1,9/23/2017
Store3,4782111233,42.5115,1,1/11/2017
Store7,6102925831,36,1,9/24/2017
Store7,6102671367,36,1,9/24/2017
Store7,6104182087,65,1,9/24/2017
Store7,6104003591,202,1,9/24/2017
Store7,6102922183,202,1,9/24/2017
Store7,6101663623,243,1,9/24/2017
Store7,6101723271,243,1,9/24/2017
Store7,6103490503,243,1,9/24/2017
Store7,6103418823,243,1,9/24/2017
Store7,6102369607,35,1,9/24/2017
Store7,6102315207,35,1,9/24/2017
Store7,6102086727,43,1,9/24/2017
Store7,6102486727,70,1,9/24/2017
Store7,6104337863,205,1,9/24/2017
Store7,6101715079,75,1,9/24/2017
Store4,1.06628E+11,154.1835,1,9/24/2017
Store4,1.06793E+11,76.14,1,9/24/2017
Store4,1.06622E+11,22.842,1,9/24/2017
Store4,1.06597E+11,69.795,2,9/24/2017
Store7,5075086983,36,1,1/12/2017
Store7,5068204359,65,1,1/12/2017
Store5,5007399884,243,1,1/12/2017
Store7,5075236231,43,1,1/12/2017
Store3,4785328449,27.2835,1,1/12/2017
Store3,4785320769,84.3885,2,1/12/2017
Store7,6106556999,84,1,9/25/2017
Store7,6105218695,120,2,9/25/2017
Store7,6106148487,65,1,9/25/2017
Store7,6106972039,85,1,9/25/2017
Store7,6106819847,186,1,9/25/2017
Store7,6105111879,619,4,9/25/2017
Store7,6105158087,243,1,9/25/2017
Store7,6105246279,295,2,9/25/2017
Store7,6107267335,35,1,9/25/2017
Store7,6105115847,35,1,9/25/2017
Store7,6106771079,43,1,9/25/2017
Store7,6107390343,94,1,9/25/2017
Store7,6107365831,205,1,9/25/2017
Store7,6106639367,99,2,9/25/2017
Store7,6106814471,495,3,9/25/2017
Store4,1.08121E+11,118.017,1,9/25/2017
Store4,1.08083E+11,56.4705,1,9/25/2017
Store4,1.08267E+11,22.842,1,9/25/2017
Store3,5817715841,101.52,2,9/25/2017
Store7,3005575367,36,1,5/2/2016
Store7,5080548103,36,1,1/13/2017
Store7,5080849223,36,1,1/13/2017
Store7,6109694855,36,1,9/26/2017
Store5,1.09111E+11,36,1,9/26/2017
Store7,6108604295,36,1,9/26/2017
Store7,6110724935,243,1,9/26/2017
Store5,1.09485E+11,243,1,9/26/2017
Store7,6109743239,243,1,9/26/2017
Store7,6108440647,35,1,9/26/2017
Store7,6107798599,35,1,9/26/2017
Store7,6110484807,43,1,9/26/2017
Store7,6110143111,43,1,9/26/2017
Store7,6110147079,70,1,9/26/2017
Store7,6108566855,377,3,9/26/2017
Store7,6109486023,1897,13,9/26/2017
Store7,6109518215,75,1,9/26/2017
Store7,6110479303,199,4,9/26/2017
Store3,5822719873,22.842,1,9/26/2017
Store3,5822691393,27.2835,1,9/26/2017
