Amazon,Apple,Ebay,Facebook,Google,Twitter
439.226,96.63999939,22.95000076,101.6100006,717.6400146,18.29999924
446.602,98.12000275,23.21999931,105.1999969,731.9699707,18
465,96.26000214,23.53000069,103.4700012,717.5100098,17.59000015
464.16,96.04000092,23.80999947,104.5699997,722.1099854,17.94000053
481.029,96.87999725,24.23999977,107.1600037,729.0499878,18.12000084
477.501,94.69000244,23.62000084,105.4599991,717.289978,17.85000038
476.398,96.09999847,23.95999908,106.8799973,720.9000244,18.54000092
508.866,96.76000214,24.18000031,108.0699997,729.1199951,19.30999947
500.502,96.91000366,24.18000031,107.9199982,724.8599854,19.36000061
489.159,96.69000244,23.79999924,106.9199982,717.2199707,19.17000008
496.564,100.5299988,24.25,109.8199997,742.1699829,18.32999992
509.056,100.75,23.71999931,109.9499969,739.4799805,17.65999985
515.915,101.5,23.94000053,109.5800018,731.5900269,16.61000061
526.679,103.0100021,24.40999985,108.3899994,730.2199707,17.12000084
531.326,101.8700027,24.26000023,105.7300034,712.7999878,16.19000053
528.062,101.0299988,24.06999969,105.9300003,713.5300293,16.70000076
525.096,101.1200027,23.95000076,107.5100021,725.4099731,16.85000038
509.786,101.1699982,23.69000053,107.3199997,732.1699829,16.85000038
514.015,102.2600021,24.02000046,109.4100037,744.8699951,16.88999939
505.465,102.5199966,24.28000069,109.8899994,750.2399902,16.86000061
492.037,104.5800018,23.57999992,110.6699982,750.5700073,16.01000023
507.086,105.9700012,23.68000031,112.1800003,757.3599854,15.90999985
517.327,105.8000031,23.76000023,111.0199966,758.4799805,15.60000038
522.269,105.9199982,23.77000046,111.4499969,755.4099731,15.97000027
514.896,105.9100037,24.34000015,111.8499985,762.1599731,16.36000061
495.285,106.7200012,24.12999916,112.25,760.0499878,16.54999924
487.987,106.1299973,24.17000008,112.5400009,757.5599976,15.97999954
487.986,105.6699982,24.32999992,113.0500031,754.8400269,17.09000015
499.31,105.1900024,24.12000084,113.6900024,753.2800293,17.04999924
509.853,107.6800003,24.10000038,116.1399994,765.8900146,17.26000023
518.975,109.5599976,24.04000092,114.6999969,768.3400269,16.97999954
525.618,108.9899979,23.86000061,114.0999985,762.9000244,16.64999962
530.411,109.9899979,23.87999916,116.0599976,769.6699829,16.51000023
522.662,111.1200027,24.03000069,112.5500031,765.1199951,16.56999969
525.984,109.8099976,24.38999939,112.2200012,758.5700073,17.37000084
521.704,110.9599991,25.43000031,113.7099991,768.0700073,17.53000069
517.55,108.5400009,24.10000038,113.6399994,760.1199951,17.57999992
523.585,108.6600037,24.06999969,110.6299973,759.4699707,17.30999947
522.138,109.0199966,24.05999947,108.9899979,757.539978,16.92000008
518.499,110.4400024,24.42000008,110.6100006,764.3200073,17.39999962
527.458,112.0400009,25.07999992,110.5100021,771.9099731,17.51000023
527.237,112.0999985,25.20999908,110.8399963,775.3900146,17.22999954
542.757,109.8499985,25.21999931,109.6399994,780,17.09000015
550.303,107.4800034,25.30999947,110.4499969,787.6799927,17.75
550.67,106.9100037,24.29999924,112.2900009,776.25,14.85999966
557.88,107.1299973,24.65999985,112.4199982,774.9199829,14.64000034
551.062,105.9700012,24.69000053,113.4400024,780,14.61999989
560.921,105.6800003,24.39999962,110.5599976,737.7700195,14.39999962
560.262,105.0800018,24.21999931,110.0999985,742.210022,14.01000023
550.562,104.3499985,24.48999977,108.7600021,725.3699951,14.84000015
555.081,97.81999969,25.27000046,108.8899994,721.460022,14.11999989
546.496,94.83000183,24.62000084,116.7300034,705.0599976,14.39999962
533.603,93.73999786,24.43000031,117.5800018,707.8800049,14.19999981
541.613,93.63999939,24.26000023,118.5699997,714.4099731,14.63000011
576.939,95.18000031,23.97999954,117.4300003,708.4400024,14.59000015
588.115,94.19000244,23.79999924,118.0599976,711.3699951,14.07999992
588.69,93.23999786,23.80999947,117.8099976,714.710022,14.10000038
584.631,92.72000122,23.81999969,119.4899979,725.1799927,14.28999996
579.98,92.79000092,24.02000046,119.2399979,729.1300049,14.34000015
580.293,93.41999817,24.15999985,120.5,739.3800049,14.14000034
599.098,92.51000214,23.73999977,119.5199966,730.5499878,14.14999962
615.861,90.33999634,23.57999992,120.2799988,728.0700073,14.43000031
624.612,90.51999664,23.78000069,119.8099976,724.8300171,14.40999985
629.001,93.87999725,23.79999924,118.6699982,730.2999878,14.02999973
628.502,93.48999786,23.27000046,117.3499985,720.1900024,14.40999985
622.677,94.55999756,23.69000053,117.6500015,721.7800293,14.30000019
619.877,94.19999695,23.42000008,116.8099976,715.3099976,15.10000038
618.066,95.22000122,23.64999962,117.3499985,721.710022,15.22000027
629.147,96.43000031,23.45999908,115.9700012,717.25,15.02000046
623.426,97.90000153,24.04999924,117.6999969,733.0300293,15.19999981
633.663,99.62000275,24.03499985,117.8899994,738.0999756,15.19999981
636.257,100.4100037,24.12000084,119.4700012,736.9299927,15.27000046
637.726,100.3499985,24.36000061,119.3799973,747.5999756,15
642.09,99.86000061,24.45999908,118.8099976,748.8499756,14.94999981
642.2,98.45999908,24.06999969,118.7799988,748.460022,14.60000038
647.392,97.72000122,24.25,118.9300003,744.2700195,14.02000046
647.679,97.91999817,23.97999954,118.4700012,735.8599854,14.55000019
646.729,98.62999725,23.98999977,118.7900009,730.0599976,15.35999966
638.828,99.02999878,24.28000069,117.7600021,731.0900269,15.96000004
639.046,98.94000244,24.22999954,118.3899994,742.9299927,15.86999989
636.681,99.65000153,24.32999992,118.5599976,742.5200195,16.10000038
637.542,98.83000183,24.06999969,116.6200027,733.1900024,16.34000015
641,97.33999634,23.88999939,113.9499969,731.8800049,16.31999969
636.177,97.45999908,23.87999916,114.9400024,733.25,16.12999916
635.252,97.13999939,23.95999908,114.5999985,732.1900024,17.04000092
639.195,97.55000305,23.85000038,114.3899994,724.25,16.44000053
638.175,95.33000183,23.79000092,113.0199966,704.25,15.84000015
634.252,95.09999847,24.56999969,113.3700027,706.1300049,16.42000008
625.155,95.91000366,24.70000076,114.3799973,708.8800049,16.82999992
635.248,95.55000305,24.34000015,113.9100037,710.4699707,16.90999985
633.993,96.09999847,24.85000038,115.0800018,714.8699951,17.28000069
629.666,93.40000153,23.12999916,112.0800018,685.2000122,17.13999939
633.703,92.04000092,22.71999931,108.9700012,681.1400146,17.20000076
630.821,93.58999634,22.98999977,112.6999969,691.2600098,17.37000084
629.341,94.40000153,23.30999947,114.1600037,695.1900024,18.07999992
638.445,95.59999847,23.40999985,114.2799988,703.5300293,17.70999908
647.204,95.88999939,23.78000069,114.1900024,710.25,18.10000038
649.042,94.98999786,23.76000023,114,704.8900146,17.73999977
651.178,95.52999878,23.82999992,116.6999969,708.9699707,17.95999908
655.4,95.94000244,23.93000031,115.8499985,707.2600098,18.07999992
650.243,96.68000031,24.61000061,117.2399979,717.7800293,18.64999962
664.216,96.98000336,24.86000061,117.8700027,727.2000122,18.32999992
661.695,97.41999817,25.12999916,117.9300003,732.5100098,18.55999947
673.924,96.87000275,25.12000084,116.7799988,729.4799805,18.38999939
683.051,98.79000092,26.07999992,117.2900009,735.7999878,18.37000084
678.304,98.77999878,26.34000015,116.8600006,735.6300049,18.64999962
671.141,99.83000183,26.48999977,119.3700027,753.2000122,18.45000076
669.85,99.87000275,26.5,120.6100006,753.4099731,15.77000046
665.126,99.95999908,26.98999977,121.9199982,757.0800171,16.30999947
667.141,99.43000031,29.93000031,120.6100006,754.4099731,16.63999939
671.089,98.66000366,30.48999977,121,759.2800293,16.63999939
675.564,97.33999634,30.68000031,121.6299973,757.5200195,16.42000008
675.884,96.66999817,31.39999962,121.2200012,757.6500244,17.61000061
683.201,102.9499969,31.30999947,123.3399963,761.9699707,18.12999916
673.215,104.3399963,31.17000008,125,765.8400269,18.26000023
669.298,104.2099991,31.15999985,123.9400024,791.3400269,18.20000076
670.842,106.0500031,31.25,124.3099976,800.9400024,18.68000031
671.526,104.4800034,30.79000092,123.0899963,800.1199951,19.04000092
682.733,105.7900009,30.95000076,122.5100021,798.9199829,19.78000069
687.181,105.8700027,31.05999947,124.3600006,797.25,19.54000092
676.851,107.4800034,31.38999939,125.1500015,806.9299927,20.86000061
674.919,108.3700027,31.14999962,125.2600021,805.2299805,20.39999962
685.267,108.8099976,31.11000061,125.0599976,807.4799805,20.17000008
691.066,108,31.12000084,124.8799973,808.4899902,19
690.595,107.9300003,31.20000076,124.9000015,808.2000122,18.97999954
693.799,108.1800003,30.88999939,124.8799973,807.0499878,18.54999924
688.491,109.4800034,31.04999924,123.9000015,805.960022,18.69000053
690.016,109.3799973,30.82999992,123.3000031,801.1900024,18.25
690.268,109.2200012,30.61000061,124.3700027,805.4199829,18.31999969
688.773,109.0800018,30.52000046,123.9100037,802.75,18.29999924
678.671,109.3600006,30.62999916,123.5599976,799.6500244,18.46999931
677.196,108.5100021,30.62000084,124.1500015,796.9500122,18.37999916
674.258,108.8499985,30.67000008,124.3700027,796.5900269,19.20999908
669.743,108.0299988,31.25,123.4800034,793.5999756,19.5
669.638,107.5699997,31.34000015,123.8899994,791.2999878,19.54999924
673.987,106.9400024,31.30999947,124.9599991,793.2199707,19.93000031
675.97,106.8199997,31.39999962,126.5400009,795.8200073,19.87000084
672.707,106,31.77000046,125.8399963,791.9199829,18.70000076
680.553,106.0999985,32.15999985,126.1200027,789.8499756,18.11000061
692.868,106.7300034,32.13000107,126.1699982,791.4000244,18.14999962
688.411,107.7300034,32.27999878,126.5100021,796.8699951,17.76000023
