Amazon,Apple,Ebay,Facebook,Google,Twitter
0.006512537,-0.000479137,-0.000703004,-0.01648803,-0.029348244,-0.020327426
-0.018509234,-0.005273279,-0.007034849,0.015821401,-0.029494626,0.05302594
0.118791245,-0.013895609,-0.008147345,-0.028674563,0.005345144,-0.145046552
-0.021337959,0.004968646,0.011785712,0.011893414,0.002126727,0.007362341
-0.014457711,-0.003160961,0.014825276,0.017840245,0.002576947,-0.014617067
0.009634058,-0.005041021,-0.013217362,-0.018352395,0.004838148,-0.056110924
0.03166756,-0.008743971,-0.008812125,-0.012603686,-0.010683081,0.002391517
-0.009693532,-0.02357791,0.007467962,0.001382802,0.010950589,-0.029311541
-0.000467091,-0.032083781,0.002823859,-0.000849818,-0.005115126,-0.03300557
-0.000332035,0.006629467,0.005279818,0.025303051,0.018146076,-0.01815541
0.015807667,-0.002339725,-0.014005589,-0.013687263,-0.004604152,0.090976294
-0.019923382,0.00338747,0.01384941,-0.008620686,-0.008654115,0.004067825
-0.016870651,0.036357381,0.003852911,-0.001590684,-0.001956726,-0.007765072
0.004746693,-0.052038116,-0.01814377,-0.005629302,0.041019474,-0.028921351
-0.012444465,0.015419861,-0.004619729,0.006088439,0.001738392,0.018219991
-0.013177617,-0.000780947,-0.000714047,-0.00806882,-0.007230658,0
0.023036112,0.007034282,0.009646319,0.010596145,0.004224362,-0.026152796
-0.000451686,0.010348436,0.001061595,-0.005189556,0.006817451,-0.024381578
0.016387304,-0.005633353,-0.018381069,0.013201297,-0.007779806,-0.058312227
-0.000852159,-0.012789681,-0.012243433,0.001471045,0.007695641,-0.004999968
-0.011971299,-0.02051996,-0.03317535,-0.049837374,-0.020893372,-0.027058397
-0.037604254,-0.061162888,-0.028280542,-0.049690814,-0.052200104,-0.031386608
-0.040265185,-0.024962172,-0.032596047,-0.046130622,-0.040246639,0.026661261
-0.072353154,0.006012365,0.012033664,0.011085439,-0.009124613,0.057131377
0.019640863,0.057354971,0.037257255,0.050481957,0.077179326,0.013983403
0.010739857,0.029446583,0.035536886,0.029131791,0.012459502,0.035780879
0.085896104,0.00327668,0.005535041,0.014265003,-0.01238101,-0.027347974
-0.002448481,-0.004678249,-0.005137592,-0.017360749,-0.017993292,0.029226748
0.006269196,-0.044696708,-0.023238696,-0.024600212,-0.028186857,0.017253758
-0.027823329,0.042888926,0.014728146,0.030494049,0.024382069,-0.00530034
-0.003616447,-0.017535995,0.006326761,-0.019356968,-0.012187725,-0.034458235
0.016808301,-0.009966531,-0.020710109,0.00124788,-0.012699107,0
-0.015274613,0.027821003,-0.004531682,0.014389266,0.023721671,0.019499587
0.009155051,-0.019232447,-0.006069797,0.010164232,-0.000729999,-0.011548167
0.022169843,0.021970024,-0.001908441,0.017027873,0.011920928,-0.017889733
0.018148867,0.014568707,0.006500959,0.000761032,0.006481493,0.010037192
-0.013408361,0.009631368,-0.021656524,0.002824492,-0.004318659,0.021347071
0.001295471,0.008412117,0.008932021,0.00639155,0.01931129,-0.012252258
-0.010279318,0.001118033,0.029253281,0.005920295,0.000676639,0.020065642
0.01450571,-0.021389961,-0.017576639,0.009523803,0.009240839,-0.020743918
-0.008151469,-0.004125713,-0.009516559,0.000636052,-0.016004884,-0.020087628
0.022565102,0.015513461,-0.003843212,0.012182219,0.009169034,-0.001490831
0.007739041,-0.015710421,-0.011959856,-0.027106268,-0.020660243,-0.007092218
0.022583629,0.008112859,-0.000780963,0.010864911,0.000137731,-0.0492481
-0.01050293,0.005948218,0.000781573,0.004682371,0.002479749,-0.001186267
-0.002607994,-0.002521747,-0.010933256,-0.017371115,-0.022537371,0.01306413
-0.033549849,-0.019789004,-0.046979887,-0.03837445,-0.024837966,0.052754997
0.030187283,-0.030060519,-0.002485479,-0.028472155,-0.002627176,-0.083890133
-0.073068894,0.011369939,0.014950192,0.037267837,0.025312812,0.066045346
0.000470721,-0.006527663,0.019230741,0.011679593,0.005686365,0.069935393
0.028421306,0.00730056,0.024889636,0.012314489,0.023348894,-0.018827666
0.009684043,0.003623859,0.008029766,0.021070951,0.022359553,0.080014447
0.013272399,0.004784246,-0.002137179,-0.012870961,-5.95195E-05,0.016426409
0.039355557,-0.004761466,0,-0.004310361,-0.002441806,0.017480234
-0.016466505,-0.011554421,-0.059579465,0.000757572,-0.004477612,-0.068071324
-0.008257025,0.023926966,0.006211164,0.008326989,0.006356807,0.01078259
-0.025502817,-0.004637926,0.010699598,0.010939557,0.007731963,0.01101169
0.025323446,0.001702531,0.002443053,-0.001485247,0.009964062,0.011232128
0.020860132,-0.01413366,-0.025385864,-0.000531269,-0.004040004,0.048468549
-0.004243609,0.014971432,0.021462779,0.020091415,0.018533012,-0.007704648
-0.010314505,-0.007330589,0.001631946,0.016465213,0.00331879,0
0.02612849,0.006213999,0.00020371,0.009534553,0.006658812,-0.052086723
0.023028369,0.018258241,-0.005497871,-0.014928417,-0.028502053,-0.005119441
0.014004,-8.78484E-05,-0.008599549,0.001134027,-0.012058841,0.038765046
-0.033717816,0.01529534,0.139198718,0.026361832,0.013902988,0.020145267
-0.004535555,0.030995687,0.021029729,0.025283479,0.056067771,0.014567846
0.04463947,-0.031911345,0.000355122,0.015461338,0.016390221,-0.014996787
0.074489405,-0.006332371,0.007099779,-0.000674566,0.002325216,-0.078069378
0.008145721,0.041204657,-0.00422985,0.004821601,0.005594792,0.026001465
0.006577719,0.010564284,-0.002654894,0.006525915,0.010760996,-0.002397315
0.006066683,-0.00854558,-0.009760413,-0.027745958,-0.010015387,0.00789569
0.022563669,0.01405858,0.02150539,0.013141084,0.014035958,-0.023841987
-0.000862683,0.011470535,0.014035074,-0.007066071,0.001444375,-0.013258868
-0.007616729,-0.004650401,0.013840817,0.013257951,0.008666956,-0.042079226
0.008141101,-0.008852474,0,0.046372903,0.007096405,-0.001476593
0.03984637,0.001157785,0.003412982,-0.015308945,0.001222597,-0.02033269
0.013291112,-0.004047562,-0.00748297,-0.005649221,-0.008967905,-0.013962296
0.019237383,-0.031516986,-0.001370833,0.01333464,0.004623912,-0.036356636
-0.011767295,-0.005652103,-0.0065202,0.010193665,0.009218461,0.009134215
0.011843084,-0.003358879,-0.013471547,-0.009081786,-0.011394931,-0.007083837
0.021855403,-0.029208476,-0.012955145,-0.037678206,-0.021757262,0.026555691
-0.006577352,0.016334402,0.010287301,0.000865839,0.01398513,0.016216219
-0.021823437,-0.00424787,-0.001053328,0.010476704,-0.00591669,-0.001899667
-0.017968102,0.03166504,0.010544788,0.025111761,0.018807514,-0.040730859
0.01905749,0.012703537,0.000695668,-0.01401127,-9.21137E-05,0.0126984
0.011389623,0.004377877,0.01007991,0.009975509,0.022449137,0.021159835
0.013476975,-0.012992481,-0.00757052,-0.003447659,-0.000386085,-0.011895605
-0.001782851,0.00959658,0.005547845,-0.01131369,-0.009102623,-0.013592248
0.024781636,-0.007150055,0,-0.003120808,-0.000480744,0
-0.01479071,-0.001863943,0.003448289,0.000379407,0.003522815,0.01968504
0.008986377,0.004159286,0.01683848,-0.011474624,-0.011813925,-0.033976802
0.009616141,-0.008115019,-0.018249439,0.027628597,0.027449699,-0.022382149
-0.005162899,-0.009033557,-0.00275387,-0.009802119,-0.007578564,0.021668058
-0.005468608,-0.009287942,-0.013116989,-0.015932898,-0.012405944,-0.027210897
0.006555874,0.033246545,0.026582729,0.017244713,0.014332218,0.065816554
0.004813269,-0.006300933,-0.010221504,-0.00536824,-0.007982484,-0.041296785
-0.047766593,-0.000422687,-0.009122182,0.008332518,0.002781439,0.003220609
0.009908862,-0.02207562,-0.01545943,-0.01774814,-0.016242262,-0.038924531
-0.005802426,0.004756923,0.008115721,0.007839385,-0.0032916,0.014613715
0.008785393,-0.025738124,-0.021176043,-0.031303315,-0.012657223,-0.040740733
-0.034993814,-0.006184811,0.002503118,0.024872707,0.016150949,-0.013728001
0.016377337,-0.017692082,0.009809154,-0.001051028,-0.003212882,-0.036972614
-0.034721708,0.00769299,0.009184042,0.021425134,0.021707955,0.018970194
0.001545621,-0.021196273,-0.018200926,-0.005337576,-0.008704734,0.004875914
0.042115358,-0.027069228,-0.021033874,-0.020523445,-0.016860919,0.013233314
-0.008852523,0.01226071,0.004734198,0.007016491,0.005219016,-0.019155361
0.031201197,-0.000931692,0.010873477,0.007063143,0.008320212,-0.002663177
-0.016750172,0.012869507,-0.00394402,-0.008340488,0.001798919,-0.010680898
-0.008906484,-0.005340225,-0.004319685,0.003727415,-0.003474233,0.040935666
-0.009787366,-0.011200584,-0.000723082,0.008665051,0.021414346,-0.02506482
0.001496537,0.017974145,0.009768468,0.012555478,0.014982655,-0.028368768
0.012912546,-0.013058655,-0.005732707,-0.009696074,-0.004609847,-0.024178863
0.036678707,-0.019194908,-0.009729746,-0.014686477,-0.015551029,-0.052828387
-0.002411158,0.000854991,-0.03820958,-0.023313609,-0.023868597,-0.013820369
-0.069000979,-0.025059321,-0.011729075,0.00498926,0.002752063,-0.016516513
0.004070648,-0.019569683,0.011102565,0.0023362,-0.002888937,-0.001526655
-0.011476324,-0.042204569,-0.027262375,-0.04904344,-0.024139724,-0.047910321
-0.042499432,0.005287736,0.002335518,-0.00602529,-0.01361677,0.017130604
0.00292275,0.016192241,0.013592248,0.001849382,0.002955267,-0.055789446
-0.018124495,0.014513349,0.00421451,0.019074973,0.016737855,-0.069676698
0.034290946,-0.025710281,-0.030522673,-0.039549162,-0.03457485,0.041342037
-0.04717087,0.021870801,0.017709593,0.030699919,0.016426487,0.025891875
0.008238448,-0.024015268,-0.02320187,-0.034563398,-0.028575758,0.000560865
-0.045990435,-0.00483881,0.020190033,0.003053605,0.012090286,-0.045964108
-0.000131976,0.001344892,0.001940211,-0.009552841,-0.000723173,-0.000587557
0.004185525,-0.005062484,0.010457028,-0.002013724,0.011286441,-0.013521431
-0.033377021,0.053167133,0.013031819,0.04014442,0.025857734,-0.017282533
0.056257033,-0.019522735,-0.011161562,-0.009495612,-0.015882846,0.01879924
0.03193107,0.005530927,0.019705352,0.003401651,0.000231704,0.066071468
0.012028979,-0.065706569,-0.008630377,-0.029689742,-0.022090736,-0.102177551
-0.010712231,0.007171892,-0.124526908,0.155214443,0.042810516,0.029850718
-0.018940365,0.034541398,0.014267183,0.02841168,0.017439514,0.021135289
0.0494763,-0.009348634,0.020460421,0.025666137,0.012372817,-0.070372536
-0.054387787,-0.020221891,-0.027151195,-0.004170612,0.013155615,-0.083969505
-0.019980709,0.019792496,0.009016706,-0.016752449,-0.040375932,0.040277774
-0.043176088,0.002594707,-0.000425542,-0.019522624,-0.025821313,-0.044726245
-0.070293708,-0.026708094,-0.012345637,-0.05810479,-0.035984848,0.109713463
0.012004255,0.010529733,-0.031034534,-0.041510519,0.000568324,0.030226731
-0.049173538,-0.000210549,-0.020907443,-0.002105254,-0.004459148,0.067237068
-0.055506542,-0.007579758,0.014084483,0.014667461,0.00831639,0.055555628
-0.011785087,-0.006046459,-0.010752678,0.009009937,-0.000693203,-0.006511169
0.048252139,0.003094994,0.018568834,0.000981243,0.000750367,-0.000546162
-0.007362978,0.028194506,0.020453579,-0.003921199,0.015207458,0
0.016793177,0.015314604,0.011764642,0.035331132,0.019968168,-0.016393402
0.041195516,-0.018956386,0.013350619,-0.016444827,-0.019754855,-0.022777769
-0.001806452,-0.002285489,0.01189965,0.010631086,0.006411026,0.019897691
0.036343071,0.008746317,0.018059652,0.024768136,0.009610728,0.010033462
-0.007334277,-0.022605232,-0.025577514,-0.015864171,-0.016130595,-0.014900687
-0.002309943,0.014890654,0.014394506,0.013464804,0.005032897,0.038655491
0.068153099,0.006867884,0.009182021,0.011134005,0.011402373,0.041531743
-0.016436547,0.001550243,0,-0.001388003,-0.005842673,0.002589391
-0.022663246,-0.00227016,-0.015715511,-0.009266123,-0.010539987,-0.009814077
0.015138227,0.039714513,0.018907596,0.027123097,0.034787113,-0.043818474
0.025156878,0.002188414,-0.021855698,0.00118373,-0.00362451,-0.036552105
0.01347396,0.007444169,0.009274925,-0.003365122,-0.010669597,-0.059456356
0.020863902,0.014876868,0.019632385,-0.010859668,-0.00187271,0.030704408
0.008823211,-0.011066881,-0.006145007,-0.024540973,-0.023855802,-0.054322445
-0.006143121,-0.008245842,-0.007831844,0.001891582,0.001024188,0.03150094
-0.005616765,0.000890864,-0.004985415,0.014915527,0.016649536,0.008982013
-0.029156573,0.000494417,-0.010855959,-0.0017673,0.009318882,0
0.008295638,0.010773984,0.013929925,0.019474506,0.017345715,0.002373828
-0.016633756,0.002542485,0.010824322,0.004387128,0.007209305,-0.001776127
-0.026565638,0.020093692,-0.028830344,0.007097996,0.000439882,-0.050415205
0.030585098,0.013291254,0.004240898,0.013644187,0.009046429,-0.00624612
0.020195785,-0.00160421,0.003378375,-0.010340557,0.001478815,-0.019484567
0.009552952,0.001134169,0.000420885,0.003873179,-0.004047579,0.023717941
-0.014117246,-9.4359E-05,0.023979793,0.003589067,0.008935545,0.02442081
-0.038087303,0.00764798,-0.008627814,0.003576232,-0.002768428,0.011613608
-0.014734951,-0.005528523,0.001657726,0.002583527,-0.003276087,-0.034441071
-2.04923E-06,-0.004334298,0.00661977,0.004531741,-0.003590436,0.069461867
0.023205584,-0.004542403,-0.008631282,0.005661206,-0.00206666,-0.002340604
0.021115139,0.023671431,-0.000829206,0.021549801,0.016740103,0.012316774
0.017891431,0.017459113,-0.002489604,-0.01239885,0.003198909,-0.016222519
0.012800231,-0.005202626,-0.007487533,-0.005231024,-0.007080202,-0.019434625
0.00911879,0.009175154,0.000838162,0.017177906,0.008873979,-0.008408372
-0.014609426,0.010273706,0.006281471,-0.030242931,-0.005911609,0.003634129
0.006355924,-0.011789103,0.014981219,-0.002932046,-0.008560733,0.048280094
-0.00813713,0.010472649,0.042640465,0.013277471,0.012523564,0.009211275
-0.007962369,-0.021809645,-0.052300429,-0.000615598,-0.010350635,0.00285221
0.011660709,0.001105608,-0.001244842,-0.026487171,-0.00085516,-0.015358388
-0.002763639,0.003313022,-0.000415464,-0.014824184,-0.002541236,-0.022530295
-0.006969422,0.013025187,0.014962619,0.014863774,0.008950061,0.028368767
0.017278722,0.01448749,0.027027021,-0.000904064,0.009930351,0.006321874
-0.000418991,0.000535501,0.00518338,0.002986103,0.004508352,-0.015990901
0.029436477,-0.020071365,0.000396677,-0.010826389,0.005945376,-0.008125328
0.013903091,-0.021574831,0.003568602,0.007387792,0.009846144,0.038619066
0.000666905,-0.005303309,-0.039905186,0.016659158,-0.01451096,-0.162816921
0.013093141,0.002057746,0.01481484,0.001157692,-0.001713388,-0.014804799
-0.012221266,-0.010827929,0.001216573,0.009073157,0.006555538,-0.001366151
0.017890909,-0.002736632,-0.011745683,-0.025387913,-0.054141001,-0.015047898
-0.001174853,-0.005677503,-0.007377062,-0.004160629,0.006018139,-0.027083292
-0.017313328,-0.00694712,0.011147831,-0.012170721,-0.022689032,0.059243391
0.008207977,-0.062577852,0.031849763,0.001195267,-0.005390316,-0.048517538
-0.015466211,-0.030566325,-0.025722185,0.071999302,-0.022731716,0.01983001
-0.023592121,-0.011494294,-0.007717324,0.007281748,0.00399967,-0.013888876
0.01501116,-0.001066764,-0.00695866,0.008419781,0.009224682,0.030281712
0.065223693,0.016445973,-0.011541661,-0.009614569,-0.008356505,-0.002734105
0.019371199,-0.010401322,-0.007506268,0.005364875,0.004135837,-0.034955464
0.0009777,-0.010086045,0.000420178,-0.002117567,0.004695203,0.001420487
-0.00689497,-0.00557697,0.000420001,0.014260252,0.014649257,0.013475147
-0.007955445,0.000754958,0.008396338,-0.002092225,0.00544694,0.003498964
0.000539674,0.006789495,0.005828451,0.010566942,0.01405785,-0.013946988
0.032406043,-0.009740913,-0.017384109,-0.008132808,-0.011942461,0.000707162
0.027980397,-0.023456986,-0.006739674,0.006358786,-0.003394676,0.019788035
0.014209375,0.001992476,0.008481797,-0.003907559,-0.004450108,-0.001386033
0.007026762,0.037118877,0.000840982,-0.009515061,0.007546557,-0.026370584
-0.000793321,-0.004154233,-0.022268857,-0.011123281,-0.013843606,0.027084827
-0.009268069,0.011445071,0.018048993,0.002556481,0.002207788,-0.007633564
-0.004496713,-0.003807113,-0.011397233,-0.007139855,-0.008963994,0.055944069
-0.002921547,0.010828071,0.009820647,0.0046229,0.008947204,0.007947012
0.017928506,0.012707405,-0.008033849,-0.01175967,-0.006179798,-0.013140592
-0.009093264,0.015244231,0.025149198,0.014917614,0.022000738,0.011983978
0.016420554,0.01756896,-0.000623675,0.001614294,0.006916424,0
0.004093659,0.007930143,0.003536551,0.01340234,-0.001585128,0.004605306
0.002308815,-0.000597602,0.009950239,-0.00075336,0.014478964,-0.017681758
0.006843064,-0.004882889,0.004105028,-0.004774667,0.001672017,-0.003333346
0.000171316,-0.014019643,-0.015944375,-0.000252494,-0.000520737,-0.023411333
0.008084709,-0.007515721,0.007478201,0.001262852,-0.005598165,-0.039726021
0.000443317,0.002046633,-0.011134039,-0.003867814,-0.011299708,0.037803118
-0.001466776,0.007250808,0.000417024,0.002701103,-0.007881918,0.055670066
-0.012216864,0.004055577,0.012088408,-0.008670753,0.001410883,0.039062526
